app_id,user_id,is_recommended,date,hours
105600,8588767,True,2020-06-26,984.1
381210,4755278,True,2021-11-10,10.8
252490,9320019,True,2020-12-29,89.3
550,9320019,True,2021-06-30,4.6
252490,12050407,True,2014-02-19,42.1
1245620,8543862,True,2022-09-12,69.1
431960,8543862,True,2019-03-29,171.5
322330,9320019,True,2021-02-17,25.9
275850,3635265,True,2022-05-25,39.3
107410,8543862,True,2020-01-14,4.0
291550,3635265,True,2016-10-18,0.4
242760,8298877,True,2021-12-28,74.1
374320,4755278,True,2021-11-10,12.6
322330,8588767,True,2020-06-23,964.8
1091500,13326161,True,2020-12-09,122.0
381210,3635265,True,2017-09-12,95.4
107410,12050407,True,2014-05-17,16.3
291550,4755278,True,2021-11-09,71.0
381210,5433546,True,2020-07-20,420.7
359550,7692684,True,2021-10-29,233.5
1174180,10735609,True,2021-05-22,38.8
489830,7609653,True,2018-04-14,173.2
292030,7692684,True,2022-04-19,6.0
550,7692684,True,2021-03-30,32.1
739630,7692684,True,2020-11-07,168.1
1085660,7692684,False,2021-10-30,2.0
230410,7692684,True,2021-09-11,659.9
582010,5433546,True,2020-11-03,492.6
1091500,3635265,False,2020-12-10,131.5
431960,7609653,True,2017-12-23,94.5
730,4837698,True,2018-09-01,849.7
359550,8588767,False,2017-11-02,501.5
252490,7609653,True,2017-11-03,492.3
431960,9320019,True,2021-11-22,59.9
431960,8298877,True,2021-11-06,18.7
550,12050407,True,2013-08-18,202.4
242760,7692684,True,2020-12-31,127.3
322330,7609653,True,2018-07-06,10.5
582010,4837698,True,2020-01-13,110.4
570,4837698,True,2018-09-01,280.8
292030,12050407,True,2020-09-08,110.3
252490,4837698,True,2018-09-01,884.9
489830,8298877,True,2022-01-15,74.6
291550,6612917,True,2019-10-05,15.7
292030,8588767,True,2017-11-02,103.0
578080,7609653,True,2017-11-23,249.3
291550,8543862,True,2019-10-24,0.1
1172620,12262292,True,2021-06-20,5.3
275850,6612917,True,2019-08-20,37.3
381210,7609653,False,2018-06-23,13.5
271590,8543862,True,2020-01-31,92.6
440,10735609,True,2021-05-23,589.7
271590,7609653,False,2017-11-01,958.2
230410,7609653,False,2020-11-04,10.2
570,9320019,True,2021-04-17,130.9
381210,7692684,True,2021-12-23,116.4
550,4837698,True,2019-08-04,272.4
374320,10735609,True,2021-05-23,23.5
374320,7692684,True,2022-03-01,38.8
374320,4837698,True,2019-11-17,25.7
730,8298877,True,2016-12-02,854.6
218620,8588767,True,2017-11-27,272.6
242760,10735609,True,2021-05-25,38.4
251570,10735609,True,2021-05-22,113.3
367520,10735609,True,2021-05-24,6.1
242760,12262292,True,2020-11-02,48.2
578080,7692684,True,2022-01-23,225.9
271590,5433546,True,2020-07-20,928.3
413150,10735609,True,2021-05-22,150.3
489830,12050407,True,2016-12-23,52.1
105600,7609653,True,2017-10-28,438.0
1174180,8298877,True,2020-07-28,259.1
346110,10735609,False,2021-05-22,158.7
440,5433546,True,2021-04-02,843.2
1172620,3635265,True,2020-09-14,13.6
236390,4755278,True,2021-11-11,5.7
252490,12262292,True,2020-10-25,5.3
105600,12262292,True,2021-07-10,6.2
1091500,5433546,True,2020-12-09,476.6
322330,10735609,True,2021-05-23,31.0
730,7692684,False,2017-05-03,817.9
227300,8543862,True,2019-07-31,7.2
550,10735609,True,2021-05-23,139.5
236390,13326161,True,2015-12-02,13.4
271590,10735609,True,2021-05-22,549.4
252490,4755278,True,2021-01-12,19.7
359550,13326161,True,2016-05-02,13.0
359550,9320019,True,2021-07-17,5.3
582010,9320019,True,2021-08-27,6.9
230410,10735609,False,2021-05-22,251.1
1172620,4837698,True,2022-11-28,11.0
1085660,5433546,True,2020-09-13,185.8
4000,9320019,True,2021-11-22,3.3
242760,8543862,True,2019-03-13,1.4
346110,4755278,True,2015-10-07,2.2
252490,5433546,True,2020-07-20,870.7
1091500,8543862,True,2020-12-09,59.2
730,12262292,False,2020-03-24,165.3
1174180,12262292,True,2020-10-02,59.9
578080,4755278,True,2021-12-07,4.5
271590,8298877,True,2017-12-11,772.2
218620,12262292,True,2020-06-30,132.9
377160,12050407,True,2015-12-30,413.6
227300,5433546,True,2020-09-26,958.5
413150,9320019,True,2021-12-04,7.2
291550,7609653,True,2018-02-24,504.8
1172620,8298877,True,2020-06-12,185.4
4000,10735609,True,2021-05-22,86.3
431960,3635265,True,2017-02-28,2.0
271590,8588767,True,2017-03-20,536.3
1245620,4755278,True,2022-11-22,3.9
739630,4755278,True,2020-12-28,20.2
291550,7692684,True,2021-01-24,409.9
227300,7692684,True,2021-03-30,68.3
252490,3635265,False,2016-03-02,20.0
1172470,12050407,True,2020-11-05,3.1
242760,4837698,True,2019-11-09,65.6
4000,12050407,True,2014-01-15,4.4
221100,7609653,True,2022-01-04,1.3
1174180,5433546,True,2020-10-01,678.1
377160,12262292,True,2021-03-16,1.3
550,5433546,True,2021-02-24,1.6
431960,12262292,True,2021-09-19,6.2
730,10735609,True,2021-05-26,518.4
236390,12050407,True,2013-10-27,42.4
1172470,9320019,True,2020-12-29,242.0
271590,12262292,True,2020-10-25,1.2
292030,5433546,True,2020-10-29,635.8
4000,5433546,True,2021-02-24,894.3
570,10735609,True,2021-05-24,2.4
582010,7609653,True,2018-10-11,386.8
275850,4837698,True,2020-01-13,32.7
1085660,7609653,False,2019-10-27,91.7
1245620,8298877,True,2022-03-02,70.8
227300,13326161,True,2015-11-01,12.6
489830,4755278,True,2021-12-05,13.6
289070,9320019,True,2020-12-16,91.5
359550,4755278,True,2021-11-11,7.6
1172620,9320019,True,2021-06-30,12.0
289070,10735609,False,2021-06-06,10.2
251570,8588767,True,2020-07-09,686.5
377160,4755278,True,2022-01-06,8.2
107410,10735609,True,2021-06-04,11.7
431960,12050407,True,2022-11-03,15.7
291550,12050407,True,2015-11-01,67.2
221100,4755278,True,2022-01-29,1.1
1174180,8588767,True,2019-12-06,990.5
1172470,8298877,True,2022-05-10,86.1
230410,4755278,True,2021-12-05,11.8
582010,12050407,True,2018-08-22,402.8
218620,8543862,True,2019-05-09,3.2
242760,7609653,True,2018-01-02,265.6
107410,8588767,True,2019-07-26,591.9
105600,9320019,True,2021-07-24,24.2
218620,12050407,True,2014-03-23,68.5
374320,8543862,True,2018-01-13,252.4
230410,8588767,True,2017-11-27,253.3
242760,8588767,True,2017-11-27,105.4
1172620,8588767,True,2021-04-22,0.4
252490,13326161,True,2015-12-04,9.1
107410,13326161,True,2016-05-13,4.3
275850,12050407,True,2020-04-08,100.4
582010,8588767,True,2019-07-26,198.6
230410,3635265,True,2016-03-30,50.2
346110,7609653,True,2017-12-16,158.2
489830,12262292,True,2021-03-16,1.8
1085660,4837698,True,2019-10-18,19.8
107410,11254174,True,2022-07-17,6.2
739630,8588767,True,2020-10-15,452.2
431960,4755278,True,2021-12-07,14.9
730,5433546,True,2018-12-18,780.1
381210,12262292,True,2020-06-30,8.8
105600,8543862,True,2019-04-10,3.0
1172470,7692684,True,2021-02-06,16.9
730,9320019,True,2021-06-10,963.6
252490,7692684,True,2021-06-25,51.0
359550,4837698,True,2019-11-29,205.9
230410,12050407,True,2013-10-26,41.7
1063730,9615266,True,2022-09-30,18.3
444090,7234672,False,2016-11-16,39.6
1091500,6612917,True,2021-01-24,194.8
49520,7609653,True,2017-07-03,671.0
49520,10735609,True,2021-05-22,152.8
49520,12050407,True,2013-10-20,243.4
49520,4755278,True,2021-11-28,7.1
444090,8588767,True,2017-11-08,368.6
444090,12050407,True,2016-09-18,6.5
444090,7692684,True,2021-10-30,100.4
304930,7692684,True,2021-07-12,33.1
304930,10735609,True,2021-05-22,829.2
304930,7609653,True,2017-10-18,303.6
304930,8588767,True,2022-11-14,832.6
304930,4755278,True,2022-01-11,61.3
304930,4837698,True,2019-10-17,247.2
251570,6621458,True,2017-03-14,206.5
230410,9322211,True,2021-01-19,133.9
49520,6621458,True,2016-07-03,20.4
346110,9615266,True,2019-06-13,238.1
218620,9615266,True,2018-06-06,54.7
346110,7234672,True,2018-11-09,13.4
107410,7234672,True,2018-04-26,0.2
620,13326161,True,2015-03-14,9.3
239140,6621458,True,2015-11-28,79.4
550,7234672,True,2015-09-21,41.0
444090,11254174,False,2017-06-07,0.4
945360,13326161,True,2020-08-31,87.3
289070,7234672,True,2018-12-25,61.9
892970,9615266,True,2021-12-20,10.0
413150,6612917,True,2021-08-18,5.3
239140,11254174,True,2019-05-26,4.8
275850,7234672,True,2018-07-30,0.1
431960,9322211,True,2020-02-28,287.3
239140,7609653,True,2019-06-11,691.7
239140,3635265,True,2017-11-04,57.0
620,9320019,True,2021-08-13,3.2
239140,9320019,True,2020-12-29,53.1
239140,4755278,True,2021-11-10,31.2
49520,6612917,True,2019-10-05,4.1
1063730,4837698,False,2021-09-27,76.7
444090,3635265,True,2016-09-17,37.6
49520,8543862,True,2019-04-09,5.4
945360,12262292,True,2020-10-02,39.7
49520,3635265,False,2017-07-01,23.8
945360,4837698,True,2021-05-18,65.4
620,4755278,True,2021-12-05,21.5
322330,8298877,True,2021-12-07,59.1
251570,13326161,True,2015-12-26,7.4
945360,8298877,True,2020-10-31,11.5
251570,12262292,True,2021-07-14,4.1
620,10735609,True,2021-05-22,20.9
550,13326161,True,2016-01-18,8.4
322330,4837698,True,2018-09-25,245.5
620,8588767,True,2017-11-27,802.4
367520,12050407,True,2018-01-12,112.1
227300,8298877,True,2022-09-13,5.2
620,12050407,True,2015-09-10,24.0
550,12262292,True,2020-10-25,8.3
322330,3635265,True,2015-01-27,37.6
242760,13326161,True,2016-03-17,8.8
322330,13326161,True,2015-12-11,32.3
444090,7609653,True,2019-05-09,71.9
945360,7692684,True,2021-10-30,0.8
945360,9320019,True,2021-02-17,8.5
49520,8298877,True,2021-12-18,20.2
251570,4837698,True,2019-05-31,175.5
227300,12262292,True,2021-07-10,4.5
242760,9320019,True,2021-12-26,0.9
242760,3635265,True,2016-12-26,21.9
49520,9320019,True,2021-07-24,14.9
322330,7692684,True,2021-07-05,6.7
322330,8543862,True,2019-12-12,5.0
945360,12050407,True,2020-09-21,12.1
620,7692684,True,2022-06-16,10.0
945360,8588767,True,2020-09-13,388.6
444090,4837698,True,2022-03-28,137.0
251570,12050407,True,2016-05-12,58.1
945360,10735609,True,2021-05-22,374.5
367520,8543862,True,2020-04-29,42.3
945360,4755278,True,2021-12-05,12.4
4000,4837698,True,2019-09-01,327.0
251570,3635265,False,2016-12-31,0.3
550,3635265,True,2017-07-01,7.8
322330,12050407,True,2015-11-15,70.0
550,8543862,True,2019-10-24,3.7
239140,4837698,True,2019-11-26,61.5
239140,10735609,True,2021-05-24,1.6
239140,7692684,True,2021-03-29,10.0
578080,12050407,True,2017-08-01,71.4
578080,4837698,False,2021-08-15,224.5
730,3635265,False,2014-12-25,571.8
730,12050407,True,2014-01-09,32.5
49520,9322211,True,2021-01-12,261.5
49520,9615266,True,2019-06-09,94.8
1174180,9615266,True,2021-06-08,199.8
49520,11254174,True,2012-10-02,56.7
227300,6612917,True,2016-06-26,428.6
1174180,6612917,True,2020-08-03,356.9
218620,8298877,True,2021-03-03,344.1
230410,7234672,True,2018-06-17,0.1
377160,11254174,True,2017-12-25,0.3
377160,6621458,True,2015-11-28,186.0
304930,7234672,True,2018-07-13,0.1
221100,7234672,True,2018-12-13,0.1
550,9322211,True,2020-12-28,452.9
239140,8588767,True,2022-11-14,379.6
239140,8298877,True,2020-07-23,92.2
239140,12262292,True,2020-07-08,140.1
239140,8543862,True,2019-06-09,4.4
239140,12050407,True,2020-02-22,2.6
444090,9322211,False,2020-04-04,44.9
359550,9322211,True,2020-03-05,11.1
444090,8298877,False,2020-12-14,28.7
322330,7234672,True,2018-05-24,0.1
1063730,6612917,True,2021-10-09,5.4
440,12050407,True,2013-07-16,426.8
221100,12050407,True,2018-12-14,4.9
440,9320019,True,2022-06-08,13.4
221100,13326161,True,2015-12-30,3.9
739630,12050407,True,2020-11-06,50.1
489830,8543862,True,2020-06-18,8.1
739630,9320019,True,2021-06-30,6.8
739630,4837698,True,2020-09-30,56.6
413150,13326161,True,2016-04-01,19.0
413150,4837698,True,2022-09-13,14.6
221100,3635265,False,2016-10-31,9.9
489830,3635265,False,2019-07-02,45.1
413150,8298877,True,2022-06-28,21.8
221100,8543862,True,2020-02-14,0.3
218620,13326161,True,2015-08-21,34.0
381210,12050407,True,2016-12-17,8.3
346110,3635265,False,2016-07-06,20.9
346110,8543862,True,2019-06-18,1.0
570,12262292,False,2021-02-28,6.7
892970,7609653,True,2021-02-16,117.5
892970,7692684,True,2022-04-23,5.8
1085660,12050407,True,2019-10-02,3.0
570,12050407,True,2015-01-08,508.9
359550,8543862,True,2019-04-04,4.9
582010,3635265,True,2018-08-10,68.9
4000,8588767,True,2020-12-31,506.6
620,8543862,True,2021-03-25,10.4
359550,12262292,False,2020-07-09,69.2
892970,4837698,True,2021-02-09,100.2
1172470,7609653,True,2020-11-07,167.5
230410,13326161,True,2016-12-12,15.9
4000,8543862,True,2019-12-16,5.1
346110,13326161,True,2015-10-07,0.8
1172470,8543862,True,2021-03-25,0.1
570,3635265,True,2016-02-04,20.2
1085660,3635265,True,2019-10-05,147.7
620,12262292,True,2021-05-08,15.0
4000,3635265,False,2017-07-01,10.0
1172470,3635265,False,2020-11-05,68.1
304930,3635265,True,2016-04-04,0.1
570,8298877,False,2017-06-16,889.7
4000,12262292,True,2020-11-25,6.6
4000,8298877,True,2022-01-15,287.4
359550,12050407,True,2016-04-17,207.8
1063730,7609653,True,2021-09-29,0.9
620,8298877,True,2020-02-27,25.5
359550,7609653,False,2017-11-23,920.8
1085660,8543862,True,2019-11-30,0.1
359550,8298877,True,2020-11-04,81.7
346110,12050407,True,2015-06-19,7.2
582010,8543862,True,2019-03-10,193.6
1172470,8588767,True,2022-11-14,201.5
1063730,12262292,False,2021-10-25,1.1
304930,12050407,True,2014-07-09,71.4
1063730,3635265,False,2021-09-28,43.3
1091500,11254174,True,2022-12-14,9.9
440,4837698,True,2016-07-12,668.2
1172620,11254174,True,2021-04-10,24.8
1172620,7234672,True,2020-06-04,0.1
1172620,13326161,True,2020-09-21,17.0
730,9615266,True,2017-12-10,128.1
1174180,9322211,True,2022-07-06,8.8
1174180,11254174,True,2022-12-24,1.5
322330,9615266,True,2019-06-11,2.4
413150,9615266,True,2019-06-14,5.0
359550,6621458,True,2018-06-04,352.3
489830,6612917,True,2020-12-22,18.2
440,13326161,True,2015-08-04,20.2
275850,9322211,True,2022-01-01,91.0
227300,6621458,True,2022-07-03,4.0
1174180,13326161,True,2022-02-17,24.7
218620,6621458,True,2015-09-03,303.4
413150,11254174,True,2021-02-26,6.9
218620,7234672,True,2015-08-25,77.1
105600,4837698,True,2019-10-17,465.2
304930,6621458,True,2017-12-13,0.7
582010,6612917,True,2021-09-15,4.7
236390,7234672,True,2018-07-07,0.1
570,11254174,False,2014-08-27,0.4
322330,6621458,True,2019-11-30,64.7
444090,9615266,True,2017-07-30,30.0
945360,7234672,True,2020-09-27,0.1
1091500,9615266,True,2021-04-16,74.7
346110,11254174,True,2019-05-26,0.4
440,7234672,True,2016-01-08,0.4
239140,9615266,True,2019-06-10,90.1
239140,9322211,True,2020-06-03,340.6
275850,6621458,True,2018-08-17,24.4
322330,9322211,True,2020-06-28,166.5
440,11254174,True,2011-06-25,379.7
377160,7234672,True,2017-05-26,0.1
945360,11254174,True,2020-10-31,30.2
413150,9322211,True,2021-01-12,139.3
489830,7234672,True,2017-09-07,0.1
1091500,9322211,True,2021-12-31,219.1
431960,6612917,True,2018-07-13,15.8
359550,9615266,True,2018-06-09,64.9
239140,7234672,True,2017-03-30,8.4
105600,11254174,True,2019-06-20,4.5
570,6621458,True,2016-03-16,16.3
49520,13326161,True,2015-03-14,19.5
1174180,6621458,True,2019-12-05,164.5
489830,11254174,True,2019-06-01,0.9
1174180,7234672,False,2019-12-08,0.5
236390,6621458,True,2016-10-05,58.2
440,7692684,True,2021-10-30,58.2
1063730,7234672,True,2021-09-29,0.7
227300,9322211,True,2020-10-31,197.5
550,11254174,False,2013-09-16,150.8
440,3635265,True,2015-07-05,18.7
304930,13326161,True,2015-03-19,19.5
221100,6621458,True,2017-05-21,51.7
620,6612917,True,2016-11-02,12.1
289070,13326161,True,2016-10-30,3.1
444090,6612917,True,2019-01-14,5.4
620,11254174,True,2011-06-25,45.5
251570,9322211,True,2021-12-23,465.7
377160,9615266,True,2017-12-11,40.3
292030,6621458,True,2016-04-12,279.8
440,6612917,True,2019-11-25,8.9
304930,9322211,True,2021-01-03,0.6
236390,6612917,True,2018-09-24,12.9
440,6621458,True,2017-01-26,171.9
1172620,6621458,True,2021-01-08,8.8
945360,9322211,True,2020-10-09,191.6
346110,9322211,True,2021-10-21,155.9
570,7234672,False,2015-12-31,0.5
374320,6612917,True,2020-01-25,2.3
431960,13326161,True,2020-04-28,35.9
275850,11254174,True,2019-06-27,32.7
550,6621458,True,2015-12-16,57.6
218620,9322211,True,2020-05-11,730.4
1172620,6612917,True,2020-06-06,84.8
582010,9615266,True,2020-06-24,34.9
292030,6612917,True,2017-01-20,781.0
570,6612917,True,2019-06-28,9.3
230410,6612917,True,2018-12-08,21.5
374320,8298877,True,2020-07-04,309.1
239140,6612917,True,2019-10-11,81.6
550,8298877,True,2022-04-16,24.6
218620,6612917,True,2016-11-02,12.1
49520,7234672,True,2018-05-24,0.2
292030,9615266,True,2017-12-08,99.8
292030,11254174,True,2015-10-18,258.5
892970,6621458,True,2021-10-25,2.6
107410,6612917,True,2017-07-18,13.4
1091500,8298877,True,2020-12-09,97.4
1091500,7234672,False,2020-12-09,0.1
1172620,9322211,True,2021-12-31,59.1
239140,13326161,True,2015-06-15,11.2
230410,9615266,True,2021-01-05,2.5
227300,11254174,True,2017-10-28,5.7
105600,9322211,True,2020-05-30,208.6
105600,9615266,True,2019-12-11,5.0
251570,9615266,True,2020-01-26,7.5
440,9615266,True,2017-04-27,40.0
550,9615266,True,2017-06-23,76.3
304930,9615266,True,2017-05-16,7.5
304930,6612917,True,2016-08-13,13.0
374320,11254174,True,2020-03-07,7.0
444090,6621458,True,2018-04-01,0.3
359550,11254174,True,2017-11-28,7.5
291550,9322211,True,2020-02-28,94.2
739630,11254174,True,2022-04-08,12.3
739630,9615266,True,2021-02-13,12.1
291550,7234672,True,2018-07-17,0.1
291550,9615266,True,2017-05-09,1.0
739630,9322211,True,2021-12-25,9.6
4000,7234672,True,2016-03-07,6.1
578080,9322211,True,2022-01-08,47.4
578080,9615266,True,2020-06-05,4.5
4000,9322211,True,2022-01-06,68.4
322330,6612917,True,2016-08-13,13.1
242760,6612917,True,2018-11-26,39.0
242760,11254174,True,2017-11-28,0.3
242760,9615266,True,2020-06-01,17.5
242760,6621458,True,2017-05-10,69.4
322330,11254174,True,2015-10-08,6.0
221100,11254174,True,2022-06-25,1.2
620,6621458,True,2016-07-06,2.9
381210,11254174,False,2017-07-18,69.9
1172470,9615266,True,2020-12-27,2.0
1085660,9615266,True,2022-10-28,23.8
252490,6621458,True,2016-02-29,850.2
252490,9322211,True,2021-01-19,531.3
1085660,6621458,True,2021-01-21,5.4
1085660,8298877,False,2021-04-06,4.9
1085660,9322211,True,2020-02-28,166.2
271590,9322211,True,2021-07-07,569.2
1085660,6612917,True,2019-10-04,170.6
271590,6621458,True,2015-11-13,449.3
1172470,11254174,True,2022-06-16,137.6
1085660,7234672,True,2019-10-01,37.6
381210,6621458,True,2018-02-14,21.9
252490,6612917,True,2016-08-29,10.6
381210,9615266,True,2019-12-13,7.5
381210,6612917,True,2018-09-30,7.2
4000,13326161,True,2015-03-14,39.4
578080,11254174,False,2018-06-21,5.5
1172470,6612917,True,2020-11-06,24.6
578080,6621458,True,2017-04-23,213.1
1172470,6621458,True,2020-11-09,55.8
271590,6612917,True,2017-01-20,601.6
730,9322211,True,2020-02-25,790.9
381210,7234672,True,2016-12-12,119.8
271590,13326161,True,2015-04-15,259.6
381210,9322211,True,2020-06-27,395.2
292030,7234672,True,2016-04-18,112.1
377160,8298877,False,2019-05-17,6.6
377160,6612917,True,2017-07-18,25.0
292030,13326161,True,2015-06-29,142.2
377160,13326161,True,2015-11-27,12.0
377160,5433546,True,2020-07-20,7.0
377160,3635265,True,2018-06-28,106.0
